,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
736,74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,172246.03,NEAR BAY
737,761,-122.08,37.65,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,183044.0,NEAR BAY
738,16155,-122.49,37.78,47.0,2695.0,643.0,1505.0,644.0,3.0877,393291.17,NEAR BAY
739,1228,-120.42,38.42,18.0,2912.0,663.0,999.0,411.0,2.7344,117824.0,INLAND
740,6662,-118.13,34.16,52.0,1872.0,357.0,984.0,364.0,4.0,219268.0,<1H OCEAN
741,13806,-117.01,34.9,36.0,2181.0,555.0,1404.0,492.0,2.3077,56576.99,INLAND
742,14367,-117.24,32.74,43.0,2216.0,375.0,918.0,388.0,5.5289,399400.31,NEAR OCEAN
743,8038,-118.15,33.84,29.0,2448.0,354.0,894.0,349.0,7.6526,426936.3,<1H OCEAN
744,7081,-118.01,33.94,36.0,1921.0,329.0,969.0,327.0,4.9191,225175.0,<1H OCEAN
745,8402,-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,209981.0,<1H OCEAN
746,7310,-118.19,33.99,36.0,1273.0,379.0,1398.0,353.0,2.4516,138840.0,<1H OCEAN
747,17564,-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,403525.16,<1H OCEAN
748,5909,-118.43,34.29,38.0,1237.0,298.0,1073.0,293.0,3.6726,179195.0,<1H OCEAN
749,11821,-121.08,38.93,14.0,4239.0,824.0,1729.0,794.0,2.4278,132518.0,INLAND
750,3330,-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,96182.0,INLAND
751,1636,-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,497399.96,NEAR BAY
752,12695,-121.42,38.6,23.0,3713.0,1078.0,2194.0,1018.0,1.7451,89312.0,INLAND
753,14336,-117.17,32.72,44.0,626.0,256.0,572.0,229.0,1.5909,166185.0,NEAR OCEAN
754,10866,-117.88,33.7,18.0,2135.0,373.0,1464.0,405.0,5.4836,252478.0,<1H OCEAN
755,19411,-120.97,37.73,19.0,3725.0,543.0,1412.0,463.0,5.7476,217744.0,INLAND
756,19679,-121.63,39.15,16.0,1547.0,418.0,940.0,400.0,1.5613,89228.0,INLAND
757,9218,-120.27,37.12,42.0,1142.0,236.0,597.0,210.0,1.7279,66984.0,INLAND
758,17872,-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,226063.0,<1H OCEAN
759,5892,-118.32,34.17,45.0,3448.0,690.0,1562.0,643.0,4.0648,249950.0,<1H OCEAN
760,11282,-117.95,33.78,26.0,4115.0,883.0,2184.0,825.0,3.9536,203116.0,<1H OCEAN
761,17672,-121.87,37.3,14.0,360.0,124.0,134.0,84.0,2.7411,258386.13,<1H OCEAN
762,13702,-117.23,34.11,22.0,1162.0,221.0,995.0,244.0,2.5875,101743.0,INLAND
763,11139,-117.96,33.85,36.0,1951.0,365.0,1254.0,358.0,4.8438,189793.0,<1H OCEAN
764,15658,-122.42,37.79,52.0,2737.0,1241.0,1761.0,1029.0,1.8068,329896.06,NEAR BAY
765,11721,-120.08,39.23,19.0,1746.0,306.0,251.0,104.0,4.8182,169535.0,INLAND
766,4877,-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,185734.0,<1H OCEAN
767,19984,-119.33,36.19,27.0,418.0,163.0,332.0,141.0,1.0714,56873.0,INLAND
768,16704,-120.56,35.07,14.0,6788.0,1216.0,2866.0,1036.0,3.3603,221847.02,<1H OCEAN
769,14765,-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2.25,140709.0,NEAR OCEAN
770,4146,-118.2,34.13,30.0,3369.0,824.0,2032.0,795.0,4.0052,262617.0,<1H OCEAN
771,14575,-117.22,32.81,24.0,730.0,196.0,335.0,203.0,3.5078,261239.07,NEAR OCEAN
772,5498,-118.41,34.0,18.0,1307.0,441.0,884.0,456.0,2.9338,359089.15,<1H OCEAN
773,2327,-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,1.7969,84434.99,INLAND
774,5296,-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,423744.46,<1H OCEAN
775,11150,-117.97,33.84,34.0,874.0,153.0,549.0,153.0,4.8667,193182.0,<1H OCEAN
776,3210,-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,81420.0,INLAND
777,5273,-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,498201.96,<1H OCEAN
778,6231,-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,224604.01,<1H OCEAN
779,13647,-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,78253.0,INLAND
780,16741,-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,303347.02,NEAR OCEAN
781,18150,-122.04,37.34,23.0,2590.0,725.0,1795.0,680.0,3.16,266360.01,<1H OCEAN
782,12941,-121.26,38.65,17.0,2655.0,421.0,991.0,384.0,4.6484,158624.0,INLAND
783,3816,-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667,200997.01,<1H OCEAN
784,4299,-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,234008.0,<1H OCEAN
785,18975,-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,92313.0,INLAND
786,10994,-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,198871.0,<1H OCEAN
787,10990,-117.81,33.74,24.0,2696.0,649.0,1908.0,626.0,3.3047,200916.0,<1H OCEAN
788,11413,-117.95,33.7,17.0,5781.0,924.0,2585.0,915.0,5.343,289344.0,<1H OCEAN
789,2662,-123.82,40.12,33.0,2985.0,591.0,1221.0,486.0,2.087,76251.0,<1H OCEAN
790,8708,-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422,396685.13,<1H OCEAN
791,20458,-118.77,34.28,27.0,1416.0,251.0,1024.0,268.0,5.1074,216338.0,<1H OCEAN
792,470,-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,136763.0,NEAR BAY
793,2492,-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,74493.0,INLAND
794,6484,-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,186893.0,INLAND
795,11238,-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,183900.0,<1H OCEAN
796,1910,-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,143231.0,INLAND
797,12867,-121.35,38.68,18.0,7923.0,1558.0,3789.0,1473.0,3.5403,116086.0,INLAND
798,9719,-121.73,36.9,23.0,2392.0,721.0,3074.0,718.0,2.5195,155611.0,<1H OCEAN
799,13716,-117.18,34.08,28.0,2243.0,399.0,1464.0,379.0,3.2105,96067.0,INLAND
800,3260,-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,89299.98,INLAND
801,2060,-119.74,36.65,19.0,2546.0,463.0,1257.0,418.0,2.9013,78891.0,INLAND
802,5035,-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,238948.07,<1H OCEAN
803,6562,-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,261709.0,INLAND
804,14590,-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,274160.01,NEAR OCEAN
805,3900,-118.5,34.2,42.0,1558.0,322.0,884.0,334.0,2.2304,181422.0,<1H OCEAN
806,11397,-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,243406.0,<1H OCEAN
807,8858,-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,366425.2,<1H OCEAN
808,2321,-119.71,36.83,5.0,1087.0,338.0,623.0,362.0,1.8061,102150.0,INLAND
809,10223,-117.89,33.88,27.0,2091.0,336.0,1037.0,332.0,5.7519,265804.0,<1H OCEAN
810,15490,-117.19,33.14,12.0,3652.0,923.0,1677.0,728.0,2.3267,148694.0,<1H OCEAN
811,12458,-114.62,33.62,26.0,18.0,3.0,5.0,3.0,0.536,284553.52,INLAND
812,167,-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,181915.01,NEAR BAY
813,7381,-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,1.6776,122063.0,<1H OCEAN
814,650,-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2.983,158803.0,NEAR BAY
815,6365,-117.97,34.17,35.0,5005.0,848.0,2112.0,813.0,4.9968,288788.0,INLAND
816,19084,-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,245218.0,<1H OCEAN
817,9138,-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,242543.0,INLAND
818,4185,-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,227073.01,<1H OCEAN
819,14294,-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,224316.0,NEAR OCEAN
820,2917,-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,96449.0,INLAND
821,15623,-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,432389.51,NEAR BAY
822,16048,-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,334081.09,NEAR OCEAN
823,7665,-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,180979.0,<1H OCEAN
824,17694,-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,237343.0,<1H OCEAN
825,9845,-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,278277.0,NEAR OCEAN
826,6349,-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,207757.0,INLAND
827,16458,-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,156582.0,INLAND
828,4712,-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,379837.16,<1H OCEAN
829,5791,-118.23,34.14,33.0,2865.0,864.0,2061.0,790.0,2.6268,209105.0,<1H OCEAN
830,17206,-119.72,34.43,27.0,984.0,299.0,777.0,313.0,2.5694,250221.0,<1H OCEAN
831,9735,-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,235948.0,<1H OCEAN
832,14120,-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2.32,147421.0,NEAR OCEAN
833,7182,-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015,151388.0,<1H OCEAN
834,8538,-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,303461.04,<1H OCEAN
835,7038,-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,170197.0,<1H OCEAN
836,9445,-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,116250.0,INLAND
837,10403,-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,308589.0,<1H OCEAN
838,16306,-121.36,38.01,16.0,926.0,230.0,451.0,198.0,4.0221,136700.0,INLAND
839,13502,-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,95193.0,INLAND
840,8774,-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,327064.02,<1H OCEAN
841,14564,-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,254610.03,NEAR OCEAN
842,3462,-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,236245.01,<1H OCEAN
843,18469,-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,363384.02,<1H OCEAN
844,8367,-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,286894.01,<1H OCEAN
845,1261,-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,166102.0,INLAND
846,11482,-117.99,33.73,24.0,2104.0,421.0,1181.0,414.0,3.8365,207776.0,<1H OCEAN
847,17677,-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,183651.0,<1H OCEAN
848,10798,-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,274620.05,<1H OCEAN
849,2194,-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,70213.0,INLAND
850,16893,-122.38,37.58,52.0,1704.0,226.0,671.0,243.0,8.4704,488988.86,NEAR OCEAN
851,10898,-117.84,33.74,22.0,6072.0,1802.0,4715.0,1666.0,3.1353,193293.0,<1H OCEAN
852,11319,-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,180495.0,<1H OCEAN
853,9337,-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,289996.0,NEAR OCEAN
854,3056,-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,86089.0,INLAND
855,10024,-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,110426.0,INLAND
856,6159,-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,191313.01,<1H OCEAN
857,10576,-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,372134.02,<1H OCEAN
858,13343,-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048,133409.0,INLAND
859,1327,-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,143480.0,INLAND
860,6951,-118.07,33.99,41.0,1204.0,252.0,1002.0,248.0,3.0577,186370.0,<1H OCEAN
861,5000,-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,115271.0,<1H OCEAN
862,11086,-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276,247136.0,<1H OCEAN
863,19853,-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,66987.0,INLAND
864,16970,-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,296313.0,NEAR OCEAN
865,9075,-118.16,34.7,33.0,2918.0,494.0,1365.0,478.0,4.8787,210246.0,INLAND
866,9965,-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,295130.0,INLAND
867,2459,-119.73,36.52,20.0,1741.0,331.0,1466.0,289.0,2.5921,74399.0,INLAND
868,17069,-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864,423038.1,NEAR BAY
869,4697,-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,376068.07,<1H OCEAN
870,11649,-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,271195.0,<1H OCEAN
871,14950,-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,169454.0,<1H OCEAN
872,9282,-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,4.6463,252090.0,NEAR BAY
873,5332,-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,410369.29,<1H OCEAN
874,7500,-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2.0,106401.0,<1H OCEAN
875,13570,-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,153109.0,INLAND
876,2386,-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,93441.0,INLAND
877,19214,-122.7,38.45,26.0,2011.0,557.0,855.0,530.0,1.125,153843.01,<1H OCEAN
878,17837,-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,328012.07,<1H OCEAN
879,13937,-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,100625.0,INLAND
880,16456,-121.27,38.12,44.0,2356.0,482.0,1043.0,443.0,2.4949,91430.0,INLAND
881,17259,-119.72,34.42,31.0,1524.0,383.0,1257.0,398.0,2.6019,237086.0,NEAR OCEAN
882,2511,-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4.625,161402.0,INLAND
883,5527,-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,5.5941,406685.21,<1H OCEAN
884,19660,-120.85,37.51,15.0,1131.0,285.0,728.0,281.0,1.5531,108178.0,INLAND
885,15821,-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816,470790.41,NEAR BAY
886,5086,-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,123650.0,<1H OCEAN
887,7648,-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4.25,227824.0,<1H OCEAN
888,14971,-117.01,32.73,22.0,2526.0,530.0,1556.0,529.0,2.8646,151545.0,NEAR OCEAN
889,161,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,224251.0,NEAR BAY
890,8574,-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,478859.64,NEAR OCEAN
891,8710,-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,340776.03,<1H OCEAN
892,1744,-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,94958.0,NEAR BAY
893,3770,-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,254238.03,<1H OCEAN
894,8485,-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,185157.0,<1H OCEAN
895,13067,-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,142443.0,INLAND
896,15245,-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,325014.15,NEAR OCEAN
897,16863,-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,252806.01,NEAR OCEAN
898,14627,-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,219942.0,NEAR OCEAN
899,5488,-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,413222.26,<1H OCEAN
900,14701,-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,168737.0,<1H OCEAN
901,12736,-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,333588.02,INLAND
902,3952,-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,433120.15,<1H OCEAN
903,10184,-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217,265700.03,<1H OCEAN
904,18011,-121.98,37.27,25.0,3075.0,564.0,1633.0,543.0,5.2528,305111.0,<1H OCEAN
905,14989,-117.02,32.73,22.0,5201.0,865.0,3280.0,817.0,4.7952,199604.0,NEAR OCEAN
906,6695,-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,200038.0,INLAND
907,9395,-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,291225.04,NEAR BAY
908,13683,-117.24,34.14,6.0,2383.0,606.0,1301.0,488.0,3.016,111336.0,INLAND
909,3939,-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,234086.0,<1H OCEAN
910,7114,-118.02,33.92,34.0,2169.0,418.0,1169.0,406.0,3.2222,180347.0,<1H OCEAN
911,11039,-117.82,33.82,22.0,3173.0,372.0,1181.0,355.0,8.3637,368886.03,<1H OCEAN
912,11115,-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,218503.0,<1H OCEAN
913,9292,-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,289890.01,NEAR BAY
914,2798,-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,81663.99,INLAND
915,7192,-118.18,34.03,26.0,859.0,255.0,835.0,232.0,1.1929,161569.0,<1H OCEAN
916,15723,-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,453805.42,NEAR BAY
917,6136,-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,217837.0,INLAND
918,17291,-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,404557.26,<1H OCEAN
919,19098,-122.62,38.24,33.0,1369.0,280.0,758.0,246.0,4.0341,206193.0,<1H OCEAN
920,9930,-122.33,38.29,14.0,3541.0,499.0,1577.0,459.0,5.3351,220630.0,NEAR BAY
921,2266,-119.82,36.79,35.0,1474.0,291.0,709.0,294.0,2.6522,88728.0,INLAND
922,3947,-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,192144.01,<1H OCEAN
923,9405,-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,404193.05,NEAR BAY
924,7521,-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,108331.0,<1H OCEAN
925,17631,-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,297460.0,<1H OCEAN
926,9618,-120.46,37.29,30.0,2972.0,635.0,1940.0,590.0,2.3594,85808.0,INLAND
927,18651,-121.97,36.97,24.0,3665.0,870.0,1954.0,833.0,2.8036,218447.0,NEAR OCEAN
928,14338,-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,166350.0,NEAR OCEAN
929,8217,-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,164740.01,NEAR OCEAN
930,14268,-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,187516.01,NEAR OCEAN
931,11099,-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,198657.0,<1H OCEAN
932,16773,-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,286499.0,NEAR OCEAN
933,6645,-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,184636.05,<1H OCEAN
934,10477,-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,155003.0,<1H OCEAN
935,12416,-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,72194.0,INLAND
936,2966,-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,147942.0,INLAND
937,9546,-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,93247.0,INLAND
938,16326,-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,159024.0,INLAND
939,15329,-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,138603.0,<1H OCEAN
940,7740,-118.15,33.94,37.0,1594.0,321.0,1003.0,323.0,3.3289,165858.0,<1H OCEAN
941,6672,-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,183780.0,<1H OCEAN
942,14122,-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2.3641,139407.0,NEAR OCEAN
943,19163,-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,198133.0,<1H OCEAN
944,6849,-118.14,34.06,37.0,1339.0,258.0,706.0,238.0,4.7569,215907.0,<1H OCEAN
945,4935,-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,151220.0,<1H OCEAN
946,5677,-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,349945.13,NEAR OCEAN
947,18767,-122.23,40.57,18.0,1633.0,243.0,750.0,252.0,5.1585,177059.0,INLAND
948,14745,-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,160231.0,NEAR OCEAN
949,8924,-118.51,34.0,52.0,1241.0,502.0,679.0,459.0,2.3098,360260.13,<1H OCEAN
950,11507,-118.09,33.74,44.0,1671.0,390.0,871.0,367.0,4.6369,360441.03,NEAR OCEAN
951,19973,-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,77182.0,INLAND
952,14353,-117.22,32.75,26.0,696.0,185.0,384.0,184.0,2.6121,231068.02,NEAR OCEAN
953,809,-122.04,37.62,35.0,1032.0,173.0,453.0,176.0,6.396,348250.05,NEAR BAY
954,13712,-117.22,34.07,8.0,3065.0,692.0,1440.0,666.0,3.2368,113711.0,INLAND
955,13951,-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5.2563,148323.0,INLAND
956,14274,-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875,156317.0,NEAR OCEAN
957,15752,-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186,477185.66,NEAR BAY
958,7390,-118.24,33.96,34.0,1724.0,432.0,1876.0,416.0,2.1078,107581.0,<1H OCEAN
959,2975,-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,140125.0,INLAND
960,20228,-119.29,34.28,38.0,2387.0,748.0,1537.0,741.0,2.3147,209823.01,NEAR OCEAN
961,4905,-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,1.5089,155279.0,<1H OCEAN
962,18339,-122.14,37.44,52.0,3117.0,468.0,1114.0,421.0,6.6756,466290.67,NEAR BAY
963,14787,-117.13,32.58,27.0,2511.0,615.0,1427.0,576.0,3.1645,242705.14,NEAR OCEAN
964,3219,-119.67,36.33,19.0,1241.0,244.0,850.0,237.0,2.9375,72002.0,INLAND
965,15662,-122.43,37.81,39.0,3275.0,837.0,1137.0,725.0,3.7679,436607.45,NEAR BAY
966,12756,-121.39,38.63,30.0,2930.0,739.0,1661.0,668.0,2.7813,107752.0,INLAND
967,8610,-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,399790.18,<1H OCEAN
968,8461,-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,202670.0,<1H OCEAN
969,9024,-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,373995.02,NEAR OCEAN
970,5933,-117.82,34.13,27.0,3770.0,573.0,1606.0,562.0,6.1321,256345.0,INLAND
971,12452,-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,58475.0,INLAND
972,6691,-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,460405.43,INLAND
973,5988,-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2.4952,148575.0,INLAND
974,7516,-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,137799.0,<1H OCEAN
975,20539,-121.71,38.56,20.0,8627.0,1516.0,4071.0,1466.0,4.2198,183987.0,INLAND
976,1361,-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,200314.0,NEAR BAY
977,18246,-122.08,37.39,4.0,2292.0,,1050.0,584.0,4.8036,295113.12,NEAR BAY
978,14020,-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,237263.03,NEAR OCEAN
979,3663,-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,221225.0,<1H OCEAN
980,4989,-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,133392.0,<1H OCEAN
981,9613,-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,92032.0,INLAND
982,9306,-122.54,37.99,32.0,2236.0,348.0,818.0,330.0,7.3521,397564.26,NEAR BAY
983,14692,-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,167556.01,NEAR OCEAN
984,4757,-118.34,34.04,35.0,2345.0,607.0,2042.0,565.0,2.5955,277150.02,<1H OCEAN
985,17400,-120.44,34.93,15.0,868.0,244.0,1133.0,253.0,2.0995,115203.0,<1H OCEAN
986,3588,-118.54,34.23,29.0,1753.0,342.0,1318.0,333.0,4.125,186130.0,<1H OCEAN
987,15013,-117.05,32.76,37.0,4879.0,906.0,2076.0,871.0,3.6625,168884.0,NEAR OCEAN
988,18519,-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,345591.02,NEAR OCEAN
989,9293,-122.53,38.01,27.0,3121.0,531.0,1318.0,489.0,5.4781,279733.0,NEAR BAY
990,4086,-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,248722.01,<1H OCEAN
991,4148,-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,237201.0,<1H OCEAN
992,16815,-122.43,37.64,42.0,4091.0,757.0,1861.0,771.0,4.207,287688.0,NEAR OCEAN
993,13978,-116.88,34.08,52.0,3419.0,777.0,710.0,265.0,3.9028,138564.0,INLAND
994,18226,-122.09,37.41,8.0,1480.0,414.0,856.0,445.0,2.8203,199897.01,NEAR BAY
995,17591,-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537,279991.01,<1H OCEAN
996,19274,-122.78,38.44,14.0,4143.0,656.0,1569.0,629.0,3.9766,204970.0,<1H OCEAN
